ba,region,year,days,hours,peak_hour_pct_error_mean,peak_hour_abs_pct_error_mean,worst_under_forecast_pct,p99_under_forecast_pct,under_forecast_day_share,mean_demand_mw,imputed_share,hours_implausible,mape,bias_pct,rmse_mw
TVA,TEN,2023,365,8760,0.003513,0.024811,-0.080983,-0.068316,0.465753,18014.691205,0.000000,0,0.023906,0.009037,664.701219
TVA,TEN,2024,366,8783,0.003705,0.021803,-0.064853,-0.056968,0.469945,19953.667245,0.000000,1,0.021365,0.008660,567.691788
TVA,TEN,2025,365,8760,0.010089,0.023977,-0.084406,-0.052662,0.364384,19490.416080,0.000000,0,0.023129,0.012622,654.850024
TVA,TEN,2026,252,6044,0.011745,0.024133,-0.064258,-0.052138,0.345238,20452.450972,0.000000,1,0.023849,0.012427,731.288857
WACM,NW,2015,164,3934,-0.003039,0.029245,-0.227025,-0.196978,0.408537,2939.484248,0.000000,2,0.029704,0.017073,119.408771
WACM,NW,2016,363,8701,-0.015520,0.039372,-0.359907,-0.157700,0.586777,2847.766988,0.000000,6,0.036634,0.004364,132.353631
WACM,NW,2017,364,8727,-0.052237,0.053611,-0.430271,-0.340701,0.947802,2963.880838,0.000114,7,0.036847,-0.028536,164.940430
WACM,NW,2018,365,8742,-0.057821,0.062537,-0.342643,-0.263249,0.868493,3003.029680,0.000000,11,0.054054,-0.010536,203.833377
WACM,NW,2019,365,8747,-0.042846,0.049905,-0.236315,-0.150089,0.860274,2577.756963,0.000000,5,0.051068,0.006575,160.548193
WACM,NW,2020,366,8768,-0.062187,0.068025,-0.349790,-0.240970,0.920765,2286.851207,0.000000,6,0.062903,0.000040,179.665647
WACM,NW,2021,226,5401,-0.064049,0.086340,-0.490465,-0.347025,0.845133,2357.470501,0.000000,7,0.082398,0.000534,237.104018
WACM,NW,2022,364,8710,-0.101370,0.106965,-0.416952,-0.242381,0.950549,2993.911172,0.000000,12,0.095491,-0.061364,415.580399
WACM,NW,2023,365,8673,-0.154223,0.154492,-0.322858,-0.223660,0.994521,3682.368721,0.000000,7,0.140200,-0.139176,551.860063
WACM,NW,2024,366,8775,-0.185220,0.185220,-0.486884,-0.261943,1.000000,3865.601093,0.000228,5,0.161287,-0.160356,657.908468
WACM,NW,2025,364,8723,-0.180541,0.180541,-0.328995,-0.302669,1.000000,3928.117674,0.000000,9,0.156428,-0.156226,646.558433
WACM,NW,2026,82,1960,-0.130443,0.130443,-0.499799,-0.278023,1.000000,5558.611280,0.000610,7,0.098700,-0.098572,404.527649
WALC,SW,2015,182,4362,-0.018916,0.075122,-0.247463,-0.206365,0.626374,1018.659341,0.000000,3,0.069559,0.014280,100.713363
WALC,SW,2016,364,8719,-0.024850,0.082737,-0.385616,-0.301465,0.618132,997.698260,0.000000,16,0.075741,0.007708,101.104687
WALC,SW,2017,365,8735,-0.019741,0.100563,-0.368487,-0.315424,0.553425,1131.024087,0.000000,23,0.091704,0.006441,127.372313
WALC,SW,2018,364,8650,-0.026279,0.102010,-0.485185,-0.368996,0.587912,1491.935554,0.000000,78,0.095514,0.007275,143.234234
WALC,SW,2019,364,8722,-0.012214,0.105822,-0.423484,-0.313353,0.598901,1116.568910,0.000000,12,0.112984,0.015000,147.207735
WALC,SW,2020,366,8776,-0.029500,0.104984,-0.377440,-0.304454,0.606557,1133.142760,0.000000,8,0.096899,0.005767,142.987840
WALC,SW,2021,363,8687,-0.036802,0.104115,-0.414080,-0.336349,0.608815,1141.836318,0.000000,21,0.089240,0.010502,142.256709
WALC,SW,2022,365,8748,-0.029803,0.092507,-0.382102,-0.353904,0.621918,1069.682534,0.000000,10,0.077123,0.007616,115.915265
WALC,SW,2023,363,8679,-0.045007,0.123258,-0.480173,-0.410472,0.630854,957.485422,0.000000,22,0.113087,0.017962,145.355905
WALC,SW,2024,363,8592,-0.042015,0.111443,-0.478974,-0.360292,0.625344,856.095271,0.000000,66,0.092729,0.005428,120.539366
WALC,SW,2025,364,8723,-0.040791,0.114102,-0.406709,-0.376218,0.631868,1031.116300,0.000000,10,0.118742,0.014109,148.510597
WALC,SW,2026,244,5777,-0.074185,0.150754,-0.467861,-0.426927,0.680328,934.284495,0.000000,57,0.167679,0.019266,205.065629
WAUW,NW,2015,78,1872,-0.056040,0.073927,-0.217822,-0.215613,0.705128,88.705897,0.000000,0,0.068632,-0.006256,7.767832
WAUW,NW,2016,365,8760,-0.026868,0.057536,-0.402913,-0.182496,0.630137,88.315028,0.000114,0,0.064154,0.024017,7.244247
WAUW,NW,2017,365,8758,-0.030265,0.065609,-0.421053,-0.197607,0.668493,94.506733,0.000000,2,0.062430,0.014665,7.706745
WAUW,NW,2018,365,8758,-0.023221,0.059125,-0.329114,-0.174659,0.619178,96.384715,0.000000,1,0.063264,0.019888,7.703945
WAUW,NW,2019,365,8758,-0.018956,0.055668,-0.282828,-0.259494,0.597260,92.945766,0.000000,0,0.062707,0.021069,7.590739
WAUW,NW,2020,366,8781,-0.034618,0.057312,-0.417808,-0.266994,0.688525,92.407321,0.000000,2,0.057011,0.016914,7.232226
WAUW,NW,2021,365,8758,-0.024938,0.055929,-0.486486,-0.179059,0.663014,98.467603,0.000000,2,0.060029,0.021993,7.886874
WAUW,NW,2022,365,8758,-0.028553,0.056610,-0.242236,-0.170996,0.641096,100.508554,0.000000,2,0.063891,0.016602,8.208108
WAUW,NW,2023,365,8757,-0.027264,0.079405,-0.344000,-0.275282,0.652055,94.779863,0.000000,3,0.077873,0.023734,10.209549
WAUW,NW,2024,366,8783,-0.010051,0.082932,-0.237288,-0.209764,0.584699,91.511661,0.000000,1,0.094684,0.040153,10.987857
WAUW,NW,2025,359,8612,-0.021336,0.117728,-0.415584,-0.365515,0.579387,91.373484,0.000000,4,0.122898,0.023192,14.966063
WAUW,NW,2026,90,2159,-0.015652,0.113625,-0.500000,-0.315283,0.522222,94.053100,0.000000,0,0.125370,0.046797,14.997607
